"","eventDate","Location","tubeNumber","macroCount","photoStart","photoEnd","Family","photoStartNum","photoEndNum"
"390",2019-03-10,"PRCR",NA,3,"DSCN5371","DSCN5374",NA,NA,NA
"391",2019-03-10,"PRCR",NA,4,"DSCN5375","DSCN5378",NA,NA,NA
"392",2019-03-10,"PRCR",NA,5,"DSCN5379","DSCN5382",NA,NA,NA
"393",2019-03-10,"PRCR",NA,6,"DSCN5383","DSCN5386",NA,NA,NA
"394",2019-03-10,"PRCR",NA,7,"DSCN5387","DSCN5390",NA,NA,NA
"395",2019-03-10,"PRCR",NA,8,"DSCN5391","DSCN5394",NA,NA,NA
"396",2019-03-10,"PRCR",NA,9,"DSCN5395","DSCN5398",NA,NA,NA
"397",2019-03-10,"PRCR",NA,10,"DSCN5399","DSCN5402",NA,NA,NA
"398",2019-03-10,"PRCR",NA,11,"DSCN5403","DSCN5406",NA,NA,NA
"399",2019-03-10,"PRCR",NA,12,"DSCN5407","DSCN5410",NA,NA,NA
"400",2019-03-10,"PRCR",NA,13,"DSCN5411","DSCN5414",NA,NA,NA
"401",2019-03-31,"PRCR","1/2",1,"IMG_1306","IMG_1309",NA,NA,NA
"402",2019-03-31,"PRCR","1/2",2,"IMG_1310","IMG_1313",NA,NA,NA
"403",2019-03-31,"PRCR","1/2",3,"IMG_1314","IMG_1317",NA,NA,NA
"404",2019-03-31,"PRCR","1/2",4,"IMG_1318","IMG_1320",NA,NA,NA
"405",2019-03-31,"PRCR","1/2",5,"IMG_1321","IMG_1324",NA,NA,NA
"406",2019-03-31,"PRCR","1/2",6,"IMG_1325","IMG_1328",NA,NA,NA
"407",2019-03-31,"PRCR","1/2",7,"IMG_1329","IMG_1332",NA,NA,NA
"408",2019-03-31,"PRCR","1/2",8,"IMG_1333","IMG_1336",NA,NA,NA
"409",2019-03-31,"PRCR","1/2",9,"IMG_1337","IMG_1340",NA,NA,NA
"410",2019-03-31,"PRCR","1/2",10,"IMG_1341","IMG_1344",NA,NA,NA
"411",2019-03-31,"PRCR","1/2",11,"IMG_1345","IMG_1348",NA,NA,NA
"412",2019-03-31,"PRCR","1/2",12,"IMG_1349","IMG_1352",NA,NA,NA
"413",2019-03-31,"PRCR","1/2",13,"IMG_1353","IMG_1356",NA,NA,NA
"414",2019-03-31,"PRCR","1/2",14,"IMG_1357","IMG_1360",NA,NA,NA
"415",2019-03-31,"PRCR","1/2",15,"IMG_1361","IMG_1364",NA,NA,NA
"416",2019-03-31,"PRCR","1/2",16,"IMG_1365","IMG_1368",NA,NA,NA
"417",2019-03-31,"PRCR","1/2",17,"IMG_1369","IMG_1372",NA,NA,NA
"418",2019-03-31,"PRCR","1/2",18,"IMG_1373","IMG_1377",NA,NA,NA
"419",2019-03-31,"PRCR","1/2",19,"IMG_1378","IMG_1381",NA,NA,NA
"420",2019-03-31,"PRCR","1/2",20,"IMG_1382","IMG_1386",NA,NA,NA
"421",2019-03-31,"PRCR","1/2",21,"IMG_1387","IMG_1390",NA,NA,NA
"422",2019-03-31,"PRCR","1/2",22,"IMG_1391","IMG_1394",NA,NA,NA
"423",2019-03-31,"PRCR","1/2",23,"IMG_1395","IMG_1398",NA,NA,NA
"424",2019-03-31,"PRCR","1/2",24,"IMG_1399","IMG_1401",NA,NA,NA
"425",2019-03-31,"PRCR","1/2",25,"IMG_1402","IMG_1405",NA,NA,NA
"426",2019-03-31,"PRCR","1/2",26,"IMG_1406","IMG_1408",NA,NA,NA
"427",2019-03-31,"PRCR","1/2",27,"IMG_1409","IMG_1412",NA,NA,NA
"428",2019-03-31,"PRCR","1/2",28,"IMG_1413","IMG_1415",NA,NA,NA
"429",2019-03-31,"PRCR","1/2",29,"IMG_1416","IMG_1419",NA,NA,NA
"430",2019-04-07,"PRCR","2/2",1,"DSCN7192","DSCN7195",NA,NA,NA
"431",2019-04-07,"PRCR","2/2",2,"DSCN7196","DSCN7198",NA,NA,NA
"432",2019-04-07,"PRCR","2/2",3,"DSCN7199","DSCN7200",NA,NA,NA
"433",2019-04-07,"PRCR","2/2",4,"DSCN7201","DSCN7203",NA,NA,NA
"434",2019-04-07,"PRCR","2/2",5,"DSCN7204","DSCN7205",NA,NA,NA
"435",2019-04-07,"PRCR","2/2",6,"DSCN7206","DSCN7208",NA,NA,NA
"436",2019-04-07,"PRCR","2/2",7,"DSCN7209","DSCN7211",NA,NA,NA
"437",2019-04-07,"PRCR","2/2",8,"DSCN7212","DSCN7215",NA,NA,NA
"438",2019-04-07,"PRCR","2/2",9,"DSCN7216","DSCN7218",NA,NA,NA
"439",2019-04-07,"PRCR","2/2",10,"DSCN7219","DSCN7220",NA,NA,NA
"440",2019-04-07,"PRCR","2/2",11,"DSCN7221","DSCN7223",NA,NA,NA
"441",2019-04-07,"PRCR","2/2",12,"DSCN7224","DSCN7224",NA,NA,NA
"442",2019-04-07,"PRCR","2/2",13,"DSCN7225","DSCN7231",NA,NA,NA
"443",2019-06-15,"PRCR","1/3",1,"DSCN7253","DSCN7254",NA,NA,NA
"444",2019-06-15,"PRCR","1/3",2,"DSCN7255","DSCN7256",NA,NA,NA
"445",2019-06-15,"PRCR","1/3",3,"DSCN7263","DSCN7264",NA,NA,NA
"446",2019-06-15,"PRCR","1/3",4,"DSCN7268","DSCN7269",NA,NA,NA
"447",2019-06-15,"PRCR","1/3",5,"DSCN7273","DSCN7275",NA,NA,NA
"448",2019-05-22,"RIST","1/2",1,"DSCN5658","DSCN5661",NA,NA,NA
"449",2019-05-22,"RIST","1/2",2,"DSCN5654","DSCN5657",NA,NA,NA
"450",2019-05-22,"RIST","1/2",3,"DSCN5650","DSCN5653",NA,NA,NA
"451",2019-05-22,"RIST","1/2",4,"DSCN5646","DSCN5649",NA,NA,NA
"452",2019-05-22,"RIST","1/2",5,"DSCN5642","DSCN5645",NA,NA,NA
"453",2019-05-22,"RIST","1/2",6,"DSCN5610","DSCN5614",NA,NA,NA
"454",2019-05-22,"RIST","1/2",7,"DSCN5638","DSCN5641",NA,NA,NA
"455",2019-03-16,"RIST","2/2",1,"DSCN5974","DSCN5974",NA,NA,NA
"456",2019-03-16,"RIST","2/2",2,"DSCN5969","DSCN5973",NA,NA,NA
"457",2019-03-16,"RIST","2/2",3,"DSCN5963","DSCN5968",NA,NA,NA
"458",2019-03-16,"RIST","2/2",4,"DSCN5962","DSCN5962",NA,NA,NA
"459",2019-03-16,"RIST","2/2",5,"DSCN5961","DSCN5961",NA,NA,NA
"460",2019-03-16,"RIST","2/2",6,"DSCN5960","DSCN5960",NA,NA,NA
"461",2019-03-16,"RIST","2/2",7,"DSCN5958","DSCN5959",NA,NA,NA
"462",2019-03-16,"RIST","2/2",8,"DSCN5956","DSCN5957",NA,NA,NA
"463",2019-03-16,"RIST","2/2",9,"DSCN5949","DSCN5955",NA,NA,NA
"464",2019-03-16,"RIST","2/2",10,"DSCN5515","DSCN5516",NA,NA,NA
"465",2019-03-16,"RIST","2/2",11,"DSCN5513","DSCN5514",NA,NA,NA
"466",2019-03-16,"RIST","2/2",12,"DSCN5511","DSCN5512",NA,NA,NA
"467",2019-03-16,"RIST","2/2",13,"DSCN5509","DSCN5510",NA,NA,NA
"468",2019-03-16,"RIST","2/2",14,"DSCN5506","DSCN5508",NA,NA,NA
"469",2019-03-16,"RIST","2/2",15,"DSCN5504","DSCN5505",NA,NA,NA
"470",2019-03-16,"RIST","2/2",16,"DSCN5502","DSCN5503",NA,NA,NA
"471",2019-03-10,"RIST",NA,1,"26511042","26511042",NA,NA,NA
"472",2019-03-10,"RIST",NA,2,"26511792","26511792",NA,NA,NA
"473",2019-03-10,"RIST",NA,3,"26511977","26511977",NA,NA,NA
"474",2019-03-10,"RIST",NA,4,"26512238","26512238",NA,NA,NA
"475",2019-03-10,"RIST",NA,5,"26512334","26512334",NA,NA,NA
"476",2019-03-10,"RIST",NA,6,"26512728","26512728",NA,NA,NA
"477",2019-03-10,"RIST",NA,7,"26513101","26513101",NA,NA,NA
"478",2019-03-10,"RIST",NA,8,"26513242","26513242",NA,NA,NA
"479",2019-03-10,"RIST",NA,9,"26513404","26513404",NA,NA,NA
"480",2019-03-10,"RIST",NA,10,"26513770","26513770",NA,NA,NA
"481",2019-03-10,"RIST",NA,11,"26513934","26513934",NA,NA,NA
"482",2019-03-10,"RIST",NA,12,"26514392","26514392",NA,NA,NA
"483",2019-03-10,"RIST",NA,13,"26514721","26514721",NA,NA,NA
"484",2019-03-10,"RIST",NA,14,"26514967","26514967",NA,NA,NA
"485",2019-03-10,"RIST",NA,15,"26515220","26515220",NA,NA,NA
"486",2019-03-10,"RIST",NA,16,"26515284","26515284",NA,NA,NA
"487",2019-03-10,"RIST",NA,17,"26515401","26515401",NA,NA,NA
"488",2019-03-10,"RIST",NA,18,"26515811","26515811",NA,NA,NA
"489",2019-03-10,"RIST",NA,19,"26515861","26515861",NA,NA,NA
"490",2019-03-10,"RIST",NA,20,"26516144","26516144",NA,NA,NA
"491",2019-03-10,"RIST",NA,21,"26516319","26516319",NA,NA,NA
"492",2019-03-10,"RIST",NA,22,"26516484","26516484",NA,NA,NA
"493",2019-03-10,"RIST",NA,23,"26517129","26517129",NA,NA,NA
"494",2019-03-10,"RIST",NA,24,"26517220","26517220",NA,NA,NA
"495",2019-03-10,"RIST",NA,25,"26517569","26517569",NA,NA,NA
"496",2019-03-10,"RIST",NA,26,"26537450","26537450",NA,NA,NA
"497",2019-03-10,"RIST",NA,27,"26537456","26537456",NA,NA,NA
"498",2019-03-10,"RIST",NA,28,"26537459","26537459",NA,NA,NA
"499",2019-03-10,"RIST",NA,29,"26537466","26537466",NA,NA,NA
"500",2019-03-10,"RIST",NA,30,"DSCN7006","DSCN7008",NA,NA,NA
"501",2019-03-10,"RIST",NA,31,"DSCN7009","DSCN7011",NA,NA,NA
"502",2019-03-10,"RIST",NA,32,"DSCN7012","DSCN7017",NA,NA,NA
"503",2019-03-10,"RIST",NA,33,"DSCN7018","DSCN7018",NA,NA,NA
"504",2019-03-10,"RIST",NA,34,"DSCN7020","DSCN7023",NA,NA,NA
"505",2019-03-10,"RIST",NA,35,"DSCN7024","DSCN7026",NA,NA,NA
"506",2019-03-10,"RIST",NA,36,"DSCN7027","DSCN7028",NA,NA,NA
"507",2019-03-10,"RIST",NA,37,"DSCN7029","DSCN7030",NA,NA,NA
"508",2019-04-14,"RIST",NA,1,"DSCN6351","DSCN6352",NA,NA,NA
"509",2019-04-21,"RIST",NA,1,"DSCN6453","DSCN6456",NA,NA,NA
"510",2019-04-21,"RIST",NA,2,"DSCN6457","DSCN6460",NA,NA,NA
"511",2019-04-07,"DEMI",NA,1,"DSCN7031","DSCN7033",NA,NA,NA
"512",2019-04-07,"DEMI",NA,2,"DSCN7034","DSCN7035",NA,NA,NA
"513",2019-04-07,"DEMI",NA,3,"DSCN7036","DSCN7038",NA,NA,NA
"514",2019-04-07,"DEMI",NA,4,"DSCN7039","DSCN7042",NA,NA,NA
"515",2019-04-07,"DEMI",NA,5,"DSCN7043","DSCN7046",NA,NA,NA
"516",2019-04-07,"DEMI",NA,6,"DSCN7047","DSCN7049",NA,NA,NA
"517",2019-04-07,"DEMI",NA,7,"DSCN7051","DSCN7053",NA,NA,NA
"518",2019-04-07,"DEMI",NA,8,"DSCN7054","DSCN7057",NA,NA,NA
"519",2019-04-07,"DEMI",NA,9,"DSCN7058","DSCN7059",NA,NA,NA
"520",2019-04-07,"DEMI",NA,10,"DSCN7060","DSCN7062",NA,NA,NA
"521",2019-04-07,"DEMI",NA,11,"DSCN7060","DSCN7064",NA,NA,NA
"522",2019-04-07,"DEMI",NA,12,"DSCN7065","DSCN7067",NA,NA,NA
"523",2019-04-07,"DEMI",NA,13,"DSCN7068","DSCN7070",NA,NA,NA
"524",2019-04-07,"DEMI",NA,14,"DSCN7071","DSCN7072",NA,NA,NA
"525",2019-04-07,"DEMI",NA,15,"DSCN7073","DSCN7074",NA,NA,NA
"526",2019-04-07,"PRCR","2/2",1,"DSCN7075","DSCN7077",NA,NA,NA
"527",2019-04-07,"PRCR","2/2",2,"DSCN7078","DSCN7079",NA,NA,NA
"528",2019-04-07,"PRCR","2/2",3,"DSCN7080","DSCN7081",NA,NA,NA
"529",2019-04-07,"PRCR","2/2",4,"DSCN7082","DSCN7084",NA,NA,NA
"530",2019-04-07,"PRCR","2/2",5,"DSCN7085","DSCN7086",NA,NA,NA
"531",2019-04-07,"PRCR","2/2",6,"DSCN7089","DSCN7090",NA,NA,NA
"532",2019-04-07,"PRCR","2/2",7,"DSCN7093","DSCN7095",NA,NA,NA
"533",2019-04-07,"PRCR","2/2",8,"DSCN7096","DSCN7098",NA,NA,NA
"534",2019-04-07,"PRCR","2/2",9,"DSCN7105","DSCN7108",NA,NA,NA
"535",2019-04-07,"PRCR","2/2",10,"DSCN7109","DSCN7112",NA,NA,NA
"536",2019-04-07,"PRCR","2/2",11,"DSCN7119","DSCN7123",NA,NA,NA
"537",2019-04-07,"PRCR","2/2",12,"DSCN7124","DSCN7129",NA,NA,NA
"538",2019-04-07,"PRCR","2/2",13,"DSCN7134","DSCN7137",NA,NA,NA
"539",2019-04-07,"PRCR","2/2",14,"DSCN7138","DSCN7142",NA,NA,NA
"540",2019-04-07,"PRCR","2/2",15,"DSCN7149","DSCN7152",NA,NA,NA
"541",2019-04-07,"PRCR","2/2",16,"DSCN7153","DSCN7155",NA,NA,NA
"542",2019-04-07,"PRCR","2/2",17,"DSCN7156","DSCN7158",NA,NA,NA
"543",2019-04-07,"PRCR","2/2",18,"DSCN7165","DSCN7166",NA,NA,NA
"544",2019-04-07,"PRCR","2/2",19,"DSCN7167","DSCN7170",NA,NA,NA
"545",2019-04-07,"PRCR","2/2",20,"DSCN7173","DSCN7174",NA,NA,NA
"546",2019-04-07,"PRCR","2/2",21,"DSCN7175","DSCN7180",NA,NA,NA
"547",2019-04-07,"PRCR","2/2",22,"DSCN7181","DSCN7183",NA,NA,NA
"548",2019-04-07,"PRCR","1/2",1,"DSCN7087","DSCN7088",NA,NA,NA
"549",2019-04-07,"PRCR","1/2",2,"DSCN7091","DSCN7092",NA,NA,NA
"550",2019-04-07,"PRCR","1/2",3,"DSCN7099","DSCN7100",NA,NA,NA
"551",2019-04-07,"PRCR","1/2",4,"DSCN7101","DSCN7102",NA,NA,NA
"552",2019-04-07,"PRCR","1/2",5,"DSCN7103","DSCN7104",NA,NA,NA
"553",2019-04-07,"PRCR","1/2",6,"DSCN7113","DSCN7114",NA,NA,NA
"554",2019-04-07,"PRCR","1/2",7,"DSCN7115","DSCN7116",NA,NA,NA
"555",2019-04-07,"PRCR","1/2",8,"DSCN7117","DSCN7118",NA,NA,NA
"556",2019-04-07,"PRCR","1/2",9,"DSCN7130","DSCN7131",NA,NA,NA
"557",2019-04-07,"PRCR","1/2",10,"DSCN7132","DSCN7133",NA,NA,NA
"558",2019-04-07,"PRCR","1/2",11,"DSCN7143","DSCN7144",NA,NA,NA
"559",2019-04-07,"PRCR","1/2",12,"DSCN7145","DSCN7146",NA,NA,NA
"560",2019-04-07,"PRCR","1/2",13,"DSCN7147","DSCN7148",NA,NA,NA
"561",2019-04-07,"PRCR","1/2",14,"DSCN7159","DSCN7160",NA,NA,NA
"562",2019-04-07,"PRCR","1/2",15,"DSCN7161","DSCN7162",NA,NA,NA
"563",2019-04-07,"PRCR","1/2",16,"DSCN7163","DSCN7164",NA,NA,NA
"564",2019-04-07,"PRCR","1/2",17,"DSCN7171","DSCN7172",NA,NA,NA
"565",2019-04-07,"PRCR","1/2",18,"DSCN7184","DSCN7185",NA,NA,NA
"566",2019-04-07,"PRCR","1/2",19,"DSCN7186","DSCN7187",NA,NA,NA
"567",2019-04-07,"PRCR","1/2",20,"DSCN7188","DSCN7189",NA,NA,NA
"568",2019-04-07,"PRCR","1/2",21,"DSCN7190","DSCN7191",NA,NA,NA
"569",2019-04-14,"AUCA","2/2",1,"DSCN7234","DSCN7236",NA,NA,NA
"570",2019-04-14,"AUCA","2/2",2,"DSCN7239","DSCN7241",NA,NA,NA
"571",2019-04-14,"AUCA","2/2",3,"DSCN7242","DSCN7244",NA,NA,NA
"572",2019-04-14,"AUCA","2/2",4,"DSCN7247","DSCN7249",NA,NA,NA
"573",2019-04-14,"AUCA","2/2",5,"DSCN7250","DSCN7252",NA,NA,NA
"574",2019-04-14,"AUCA","2/2",6,"DSCN7257","DSCN7259",NA,NA,NA
"575",2019-04-14,"AUCA","2/2",7,"DSCN7260","DSCN7262",NA,NA,NA
"576",2019-04-14,"AUCA","2/2",8,"DSCN7265","DSCN7267",NA,NA,NA
"577",2019-04-14,"AUCA","2/2",9,"DSCN7270","DSCN7272",NA,NA,NA
"578",2019-04-14,"AUCA","1/2",1,"DSCN7276","DSCN7278",NA,NA,NA
"579",2019-04-14,"AUCA","1/2",2,"DSCN7279","DSCN7281",NA,NA,NA
"580",2019-04-14,"AUCA","1/2",3,"DSCN7282","DSCN7284",NA,NA,NA
"581",2019-04-14,"AUCA","1/2",4,"DSCN7285","DSCN7287",NA,NA,NA
"582",2019-04-14,"AUCA","1/2",5,"DSCN7288","DSCN7290",NA,NA,NA
"583",2019-04-14,"AUCA","1/2",6,"DSCN7291","DSCN7293",NA,NA,NA
"584",2019-04-14,"AUCA","1/2",7,"DSCN7294","DSCN7296",NA,NA,NA
"585",2019-04-14,"AUCA","1/2",8,"DSCN7297","DSCN7299",NA,NA,NA
"586",2019-04-14,"AUCA","1/2",9,"DSCN7300","DSCN7302",NA,NA,NA
"587",2019-04-14,"AUCA","1/2",10,"DSCN7303","DSCN7305",NA,NA,NA
"588",2019-04-14,"AUCA","1/2",11,"DSCN7306","DSCN7308",NA,NA,NA
"589",2019-04-14,"AUCA","1/2",12,"DSCN7309","DSCN7311",NA,NA,NA
"590",2019-03-31,"PRCR","2/2",1,"DSCN6745","DSCN6746",NA,NA,NA
"591",2019-03-31,"PRCR","2/2",2,"DSCN6747","DSCN6750",NA,NA,NA
"592",2019-03-31,"PRCR","2/2",3,"DSCN6751","DSCN6752",NA,NA,NA
"593",2019-03-31,"PRCR","2/2",4,"DSCN6753","DSCN6754",NA,NA,NA
"594",2019-03-31,"PRCR","2/2",5,"DSCN6755","DSCN6756",NA,NA,NA
"595",2019-03-31,"PRCR","2/2",6,"DSCN6757","DSCN6758",NA,NA,NA
"596",2019-03-31,"PRCR","2/2",7,"DSCN6759","DSCN6760",NA,NA,NA
"597",2019-03-31,"PRCR","2/2",8,"DSCN6761","DSCN6762",NA,NA,NA
"598",2019-03-31,"PRCR","2/2",9,"DSCN6763","DSCN6764",NA,NA,NA
"599",2019-03-31,"PRCR","2/2",10,"DSCN6765","DSCN6766",NA,NA,NA
"600",2019-03-31,"PRCR","2/2",11,"DSCN6767","DSCN6768",NA,NA,NA
"601",2019-03-31,"PRCR","2/2",12,"DSCN6769","DSCN6772",NA,NA,NA
"602",2019-03-31,"PRCR","2/2",13,"DSCN6773","DSCN6774",NA,NA,NA
"603",2019-03-31,"PRCR","2/2",14,"DSCN6775","DSCN6776",NA,NA,NA
"604",2019-03-31,"PRCR","2/2",15,"DSCN6777","DSCN6778",NA,NA,NA
"605",2019-03-31,"PRCR","2/2",16,"DSCN6779","DSCN6781",NA,NA,NA
"606",2019-03-31,"PRCR","2/2",17,"DSCN6782","DSCN6783",NA,NA,NA
"607",2019-03-31,"PRCR","2/2",18,"DSCN6784","DSCN6785",NA,NA,NA
"608",2019-03-31,"PRCR","2/2",19,"DSCN6786","DSCN6787",NA,NA,NA
"609",2019-03-31,"PRCR","2/2",20,"DSCN6788","DSCN6789",NA,NA,NA
"610",2019-03-31,"PRCR","2/2",21,"DSCN6790","DSCN6791",NA,NA,NA
"611",2019-04-07,"RIST","2/2",1,"DSCN7312","DSCN7314",NA,NA,NA
"612",2019-04-07,"RIST","2/2",2,"DSCN7315","DSCN7317",NA,NA,NA
"613",2019-04-07,"RIST","2/2",3,"DSCN7318","DSCN7322",NA,NA,NA
"614",2019-04-07,"RIST","2/2",4,"DSCN7323","DSCN7325",NA,NA,NA
"615",2019-04-07,"RIST","2/2",5,"DSCN7326","DSCN7329",NA,NA,NA
"616",2019-04-07,"RIST","2/2",6,"DSCN7331","DSCN7334",NA,NA,NA
"617",2019-04-07,"RIST","2/2",7,"DSCN7335","DSCN7336",NA,NA,NA
"618",2019-04-07,"RIST","2/2",8,"DSCN7337","DSCN7342",NA,NA,NA
"619",2019-04-07,"RIST","2/2",9,"DSCN7343","DSCN7344",NA,NA,NA
"620",2019-04-07,"RIST","2/2",10,"DSCN7345","DSCN7346",NA,NA,NA
"621",2019-04-07,"RIST","2/2",11,"DSCN7347","DSCN7350",NA,NA,NA
"622",2019-04-07,"RIST","2/2",12,"DSCN7351","DSCN7354",NA,NA,NA
"623",2019-04-07,"RIST","2/2",13,"DSCN7355","DSCN7357",NA,NA,NA
"624",2019-04-07,"RIST","2/2",14,"DSCN7358","DSCN7359",NA,NA,NA
"625",2019-04-07,"RIST","2/2",15,"DSCN7360","DSCN7361",NA,NA,NA
"626",2019-04-07,"RIST","2/2",16,"DSCN7362","DSCN7364",NA,NA,NA
"627",2019-04-07,"RIST","2/2",17,"DSCN7365","DSCN7369",NA,NA,NA
"628",2019-04-07,"JOMA",NA,1,"DSCN7370","DSCN7372",NA,NA,NA
"629",2019-04-07,"JOMA",NA,2,"DSCN7373","DSCN7374",NA,NA,NA
"630",2019-04-07,"JOMA",NA,3,"DSCN7375","DSCN7376",NA,NA,NA
"631",2019-04-07,"JOMA",NA,4,"DSCN7377","DSCN7380",NA,NA,NA
"632",2019-04-07,"RIST","1/2",1,"IMG_1424","IMG_1425",NA,NA,NA
"633",2019-04-07,"RIST","1/2",2,"IMG_1426","IMG_1427",NA,NA,NA
"634",2019-04-07,"RIST","1/2",3,"IMG_1428","IMG_1429",NA,NA,NA
"635",2019-04-07,"RIST","1/2",4,"IMG_1430","IMG_1431",NA,NA,NA
"636",2019-04-07,"RIST","1/2",5,"IMG_1432","IMG_1433",NA,NA,NA
"637",2019-04-07,"RIST","1/2",6,"IMG_1434","IMG_1436",NA,NA,NA
"638",2019-04-07,"RIST","1/2",7,"IMG_1437","IMG_1438",NA,NA,NA
"639",2019-04-07,"RIST","1/2",8,"IMG_1439","IMG_1440",NA,NA,NA
"640",2019-04-07,"RIST","1/2",9,"IMG_1441","IMG_1442",NA,NA,NA
"641",2019-04-07,"RIST","1/2",10,"IMG_1443","IMG_1444",NA,NA,NA
"642",2019-04-07,"RIST","1/2",11,"IMG_1445","IMG_1446",NA,NA,NA
"643",2019-04-07,"RIST","1/2",12,"IMG_1447","IMG_1448",NA,NA,NA
"644",2019-04-07,"RIST","1/2",13,"IMG_1449","IMG_1450",NA,NA,NA
"645",2019-04-07,"RIST","1/2",14,"IMG_1451","IMG_1452",NA,NA,NA
"646",2019-04-07,"RIST","1/2",15,"IMG_1453","IMG_1454",NA,NA,NA
"647",2019-04-07,"RIST","1/2",16,"IMG_1455","IMG_1456",NA,NA,NA
"648",2019-04-07,"RIST","1/2",17,"IMG_1457","IMG_1458",NA,NA,NA
"649",2019-04-21,"BOWA",NA,1,"IMG_1459","IMG_1461",NA,NA,NA
"650",2019-04-21,"BOWA",NA,2,"IMG_1462","IMG_1463",NA,NA,NA
"651",2019-04-21,"BOWA",NA,3,"IMG_1464","IMG_1465",NA,NA,NA
"652",2019-04-21,"BOWA",NA,4,"IMG_1466","IMG_1468",NA,NA,NA
"653",2019-04-21,"BOWA",NA,5,"IMG_1469","IMG_1471",NA,NA,NA
"654",2019-04-21,"BOWA",NA,6,"IMG_1472","IMG_1473",NA,NA,NA
"655",2019-04-21,"BOWA",NA,7,"IMG_1474","IMG_1475",NA,NA,NA
"656",2019-04-21,"BOWA",NA,8,"IMG_1476","IMG_1477",NA,NA,NA
"657",2019-04-21,"BOWA",NA,9,"IMG_1478","IMG_1480",NA,NA,NA
"658",2019-04-21,"BOWA",NA,10,"IMG_1481","IMG_1483",NA,NA,NA
"659",2019-04-21,"BOWA",NA,11,"IMG_1484","IMG_1485",NA,NA,NA
"660",2019-04-21,"BOWA",NA,12,"IMG_1486","IMG_1487",NA,NA,NA
"661",2019-04-21,"BOWA",NA,13,"IMG_1488","IMG_1490",NA,NA,NA
"662",2019-04-21,"BOWA",NA,14,"IMG_1491","IMG_1493",NA,NA,NA
"663",2019-04-21,"BOWA",NA,15,"IMG_1494","IMG_1495",NA,NA,NA
"664",2019-04-21,"BOWA",NA,16,"IMG_1496","IMG_1498",NA,NA,NA
"665",2019-04-21,"BOWA",NA,17,"IMG_1499","IMG_1501",NA,NA,NA
"666",2019-04-21,"BOWA",NA,18,"IMG_1502","IMG_1504",NA,NA,NA
"667",2019-04-21,"BOWA",NA,19,"IMG_1505","IMG_1507",NA,NA,NA
"668",2019-04-21,"BOWA",NA,20,"IMG_1508","IMG_1510",NA,NA,NA
"669",2019-04-21,"BOWA",NA,21,"IMG_1511","IMG_1513",NA,NA,NA
"670",2019-04-21,"BOWA",NA,22,"IMG_1514","IMG_1516",NA,NA,NA
"671",2019-04-21,"BOWA",NA,23,"IMG_1517","IMG_1519",NA,NA,NA
"672",2019-04-21,"BOWA",NA,24,"IMG_1520","IMG_1522",NA,NA,NA
"673",2019-04-21,"BOWA",NA,25,"IMG_1523","IMG_1524",NA,NA,NA
"674",2019-04-21,"BOWA",NA,26,"IMG_1525","IMG_1526",NA,NA,NA
"675",2019-04-21,"BOWA",NA,27,"IMG_1527","IMG_1528",NA,NA,NA
"676",2019-04-21,"BOWA",NA,28,"IMG_1529","IMG_1530",NA,NA,NA
"677",2019-04-21,"BOWA",NA,29,"IMG_1531","IMG_1532",NA,NA,NA
"678",2019-04-21,"BOWA",NA,30,"IMG_1533","IMG_1534",NA,NA,NA
"679",2019-04-21,"BOWA",NA,31,"IMG_1535","IMG_1536",NA,NA,NA
"680",2019-04-21,"BOWA",NA,32,"IMG_1537","IMG_1538",NA,NA,NA
"681",2019-04-21,"BOWA",NA,33,"IMG_1539","IMG_1540",NA,NA,NA
"682",2019-04-21,"BOWA",NA,34,"IMG_1541","IMG_1542",NA,NA,NA
"683",2019-04-21,"BOWA",NA,35,"IMG_1543","IMG_1544",NA,NA,NA
